,County,Total,African American,Anglo,Hispanic,Native American,Other
110,HOCKLEY,24,4,1,18,0,1
111,HOOD,7,1,6,0,0,0
112,HOPKINS,7,1,2,3,1,0
113,HOUSTON,9,5,3,1,0,0
114,HOWARD,20,1,8,10,0,1
115,HUDSPETH,2,0,0,2,0,0
116,HUNT,21,5,15,1,0,0
117,HUTCHINSON,2,0,2,0,0,0
118,IRION,0,0,0,0,0,0
119,JACK,4,0,4,0,0,0
120,JACKSON,11,5,1,5,0,0
121,JASPER,6,0,5,0,0,1
122,JEFF DAVIS,0,0,0,0,0,0
123,JEFFERSON,38,29,6,1,0,2
124,JIM HOGG,0,0,0,0,0,0
125,JIM WELLS,3,1,0,2,0,0
126,JOHNSON,45,4,32,9,0,0
127,JONES,2,0,0,1,0,1
128,KARNES,7,1,0,6,0,0
129,KAUFMAN,11,3,8,0,0,0
130,KENDALL,3,0,1,1,0,1
131,KENEDY,0,0,0,0,0,0
132,KENT,0,0,0,0,0,0
133,KERR,26,3,12,10,0,1
134,KIMBLE,0,0,0,0,0,0
135,KING,0,0,0,0,0,0
136,KINNEY,0,0,0,0,0,0
137,KLEBERG,14,4,1,9,0,0
138,KNOX,2,2,0,0,0,0
139,LAMAR,7,2,4,1,0,0
140,LAMB,15,4,3,8,0,0
141,LAMPASAS,10,7,1,2,0,0
142,LASALLE,4,0,0,4,0,0
143,LAVACA,3,3,0,0,0,0
144,LEE,6,5,1,0,0,0
145,LEON,5,1,3,1,0,0
146,LIBERTY,25,7,16,2,0,0
147,LIMESTONE,11,1,5,4,0,1
148,LIPSCOMB,0,0,0,0,0,0
149,LIVE OAK,0,0,0,0,0,0
150,LLANO,3,0,3,0,0,0
151,LOVING,0,0,0,0,0,0
152,LUBBOCK,181,56,31,91,0,3
153,LYNN,0,0,0,0,0,0
154,MADISON,0,0,0,0,0,0
155,MARION,2,0,1,0,0,1
156,MARTIN,0,0,0,0,0,0
157,MASON,0,0,0,0,0,0
158,MATAGORDA,0,0,0,0,0,0
159,MAVERICK,5,0,0,4,0,1
160,MCCULLOCH,3,0,0,3,0,0
161,MCLENNAN,73,26,23,22,0,2
162,MCMULLEN,0,0,0,0,0,0
163,MEDINA,28,0,7,20,0,1
164,MENARD,0,0,0,0,0,0
165,MIDLAND,17,5,4,8,0,0
166,MILAM,25,7,10,6,0,2
167,MILLS,0,0,0,0,0,0
168,MITCHELL,0,0,0,0,0,0
169,MONTAGUE,1,0,1,0,0,0
170,MONTGOMERY,158,16,105,36,0,1
171,MOORE,4,2,2,0,0,0
172,MORRIS,9,7,2,0,0,0
173,MOTLEY,1,0,1,0,0,0
174,NACOGDOCHES,22,9,8,5,0,0
175,NAVARRO,40,21,9,9,0,1
176,NEWTON,3,0,3,0,0,0
177,NOLAN,6,3,0,3,0,0
178,NUECES,93,13,19,60,0,1
179,OCHILTREE,0,0,0,0,0,0
180,OLDHAM,1,0,1,0,0,0
181,ORANGE,8,2,6,0,0,0
182,PALO PINTO,14,5,6,3,0,0
183,PANOLA,2,0,1,0,0,1
184,PARKER,15,1,13,1,0,0
185,PARMER,5,1,2,2,0,0
186,PECOS,5,0,5,0,0,0
187,POLK,16,0,16,0,0,0
188,POTTER,26,13,7,6,0,0
189,PRESIDIO,0,0,0,0,0,0
190,RAINS,0,0,0,0,0,0
191,RANDALL,22,3,12,7,0,0
192,REAGAN,1,0,0,0,0,1
193,REAL,0,0,0,0,0,0
194,RED RIVER,1,1,0,0,0,0
195,REEVES,5,0,1,4,0,0
196,REFUGIO,0,0,0,0,0,0
197,ROBERTS,0,0,0,0,0,0
198,ROBERTSON,5,4,0,1,0,0
199,ROCKWALL,3,0,3,0,0,0
200,RUNNELS,1,0,1,0,0,0
201,RUSK,3,0,3,0,0,0
202,SABINE,1,0,0,0,1,0
203,SAN AUGUSTINE,0,0,0,0,0,0
204,SAN JACINTO,6,2,4,0,0,0
205,SAN PATRICIO,9,2,1,6,0,0
206,SAN SABA,1,0,1,0,0,0
207,SCHLEICHER,1,0,1,0,0,0
208,SCURRY,2,1,0,1,0,0
209,SHACKELFORD,0,0,0,0,0,0
210,SHELBY,4,1,3,0,0,0
211,SHERMAN,0,0,0,0,0,0
212,SMITH,41,15,25,1,0,0
213,SOMERVELL,2,0,2,0,0,0
214,STARR,2,0,0,2,0,0
215,STEPHENS,2,0,2,0,0,0
216,STERLING,0,0,0,0,0,0
217,STONEWALL,0,0,0,0,0,0
218,SUTTON,0,0,0,0,0,0
219,SWISHER,12,6,2,4,0,0
220,TARRANT,266,113,65,82,0,6
221,TAYLOR,31,13,10,7,0,1
222,TERRELL,0,0,0,0,0,0
223,TERRY,4,0,0,3,0,1
224,THROCKMORTON,0,0,0,0,0,0
225,TITUS,10,2,5,3,0,0
226,TOM GREEN,101,6,33,62,0,0
227,TRAVIS,193,77,22,92,0,2
228,TRINITY,5,0,5,0,0,0
229,TYLER,2,0,1,1,0,0
230,UPSHUR,7,1,6,0,0,0
231,UPTON,1,0,0,1,0,0
232,UVALDE,12,1,2,9,0,0
233,VAL VERDE,9,0,0,9,0,0
234,VAN ZANDT,14,4,10,0,0,0
235,VICTORIA,45,4,12,29,0,0
236,WALKER,16,5,8,3,0,0
237,WALLER,4,4,0,0,0,0
238,WARD,2,0,1,1,0,0
239,WASHINGTON,10,6,0,4,0,0
240,WEBB,102,0,0,101,1,0
241,WHARTON,2,1,0,1,0,0
242,WHEELER,7,0,3,4,0,0
243,WICHITA,24,7,13,3,0,1
244,WILBARGER,5,0,2,3,0,0
245,WILLACY,6,0,0,6,0,0
246,WILLIAMSON,88,21,30,37,0,0
247,WILSON,2,0,0,2,0,0
248,WINKLER,0,0,0,0,0,0
249,WISE,4,0,3,1,0,0
250,WOOD,17,3,14,0,0,0
251,YOAKUM,2,0,2,0,0,0
252,YOUNG,2,0,0,2,0,0
253,ZAPATA,2,0,1,1,0,0
254,ZAVALA,4,0,0,4,0,0
255,OUT OF STATE,0,0,0,0,0,0
256,STATE TOTAL,6386,2221,1589,2444,12,120
