,County,Total,African American,Anglo,Hispanic,Native American,Other
97,HAMILTON,12,0,12,0,0,0
98,HANSFORD,2,0,2,0,0,0
99,HARDEMAN,0,0,0,0,0,0
100,HARDIN,16,0,14,1,0,1
101,HARRIS,1866,969,351,486,3,57
102,HARRISON,36,9,25,2,0,0
103,HARTLEY,0,0,0,0,0,0
104,HASKELL,2,0,2,0,0,0
105,HAYS,54,18,18,16,0,2
106,HEMPHILL,2,0,2,0,0,0
107,HENDERSON,96,9,75,8,0,4
108,HIDALGO,225,5,10,208,0,2
109,HILL,21,0,10,11,0,0
110,HOCKLEY,16,6,5,5,0,0
111,HOOD,12,0,9,1,0,2
112,HOPKINS,30,7,21,0,0,2
113,HOUSTON,7,0,7,0,0,0
114,HOWARD,45,4,8,32,0,1
115,HUDSPETH,0,0,0,0,0,0
116,HUNT,105,35,58,11,0,1
117,HUTCHINSON,19,1,12,6,0,0
118,IRION,0,0,0,0,0,0
119,JACK,1,0,1,0,0,0
120,JACKSON,7,1,2,4,0,0
121,JASPER,17,6,10,0,0,1
122,JEFF DAVIS,0,0,0,0,0,0
123,JEFFERSON,71,46,14,8,1,2
124,JIM HOGG,3,0,2,1,0,0
125,JIM WELLS,41,0,8,32,1,0
126,JOHNSON,110,15,67,20,3,5
127,JONES,5,0,3,1,0,1
128,KARNES,1,0,1,0,0,0
129,KAUFMAN,51,5,42,3,0,1
130,KENDALL,4,0,0,4,0,0
131,KENEDY,2,0,0,2,0,0
132,KENT,0,0,0,0,0,0
133,KERR,58,8,36,14,0,0
134,KIMBLE,7,0,4,3,0,0
135,KING,0,0,0,0,0,0
136,KINNEY,1,0,0,1,0,0
137,KLEBERG,49,1,5,43,0,0
138,KNOX,3,1,0,2,0,0
139,LAMAR,27,3,15,4,1,4
140,LAMB,5,0,0,4,0,1
141,LAMPASAS,12,0,4,7,0,1
142,LASALLE,1,0,0,1,0,0
143,LAVACA,0,0,0,0,0,0
144,LEE,19,5,13,1,0,0
145,LEON,3,0,3,0,0,0
146,LIBERTY,49,5,39,4,0,1
147,LIMESTONE,20,12,2,6,0,0
148,LIPSCOMB,0,0,0,0,0,0
149,LIVE OAK,2,0,0,2,0,0
150,LLANO,10,0,5,5,0,0
151,LOVING,0,0,0,0,0,0
152,LUBBOCK,211,71,52,82,0,6
153,LYNN,0,0,0,0,0,0
154,MADISON,29,8,9,12,0,0
155,MARION,8,2,5,0,0,1
156,MARTIN,0,0,0,0,0,0
157,MASON,4,3,1,0,0,0
158,MATAGORDA,11,3,4,1,0,3
159,MAVERICK,5,0,0,1,4,0
160,MCCULLOCH,1,0,1,0,0,0
161,MCLENNAN,97,21,43,30,0,3
162,MCMULLEN,0,0,0,0,0,0
163,MEDINA,31,0,7,24,0,0
164,MENARD,4,0,0,4,0,0
165,MIDLAND,34,8,16,9,0,1
166,MILAM,24,11,9,4,0,0
167,MILLS,0,0,0,0,0,0
168,MITCHELL,1,1,0,0,0,0
169,MONTAGUE,14,0,13,1,0,0
170,MONTGOMERY,317,18,217,77,0,5
171,MOORE,3,0,1,2,0,0
172,MORRIS,19,11,8,0,0,0
173,MOTLEY,0,0,0,0,0,0
174,NACOGDOCHES,64,20,32,12,0,0
175,NAVARRO,21,5,16,0,0,0
176,NEWTON,0,0,0,0,0,0
177,NOLAN,2,1,1,0,0,0
178,NUECES,303,31,60,202,0,10
179,OCHILTREE,4,0,4,0,0,0
180,OLDHAM,2,1,0,1,0,0
181,ORANGE,39,1,37,0,0,1
182,PALO PINTO,12,0,8,3,0,1
183,PANOLA,8,1,6,1,0,0
184,PARKER,22,0,17,4,0,1
185,PARMER,5,0,2,3,0,0
186,PECOS,13,0,4,8,0,1
187,POLK,33,4,23,5,0,1
188,POTTER,71,25,16,27,0,3
189,PRESIDIO,2,0,0,2,0,0
190,RAINS,8,0,4,4,0,0
191,RANDALL,137,15,85,30,0,7
192,REAGAN,1,0,0,0,0,1
193,REAL,0,0,0,0,0,0
194,RED RIVER,11,4,7,0,0,0
195,REEVES,8,0,0,8,0,0
196,REFUGIO,2,0,0,2,0,0
197,ROBERTS,0,0,0,0,0,0
198,ROBERTSON,3,0,0,3,0,0
199,ROCKWALL,15,0,11,3,0,1
200,RUNNELS,10,1,7,2,0,0
201,RUSK,28,5,18,5,0,0
202,SABINE,0,0,0,0,0,0
203,SAN AUGUSTINE,1,1,0,0,0,0
204,SAN JACINTO,29,1,19,7,0,2
205,SAN PATRICIO,24,2,9,12,0,1
206,SAN SABA,0,0,0,0,0,0
207,SCHLEICHER,0,0,0,0,0,0
208,SCURRY,5,3,0,2,0,0
209,SHACKELFORD,0,0,0,0,0,0
210,SHELBY,16,7,7,1,0,1
211,SHERMAN,1,0,1,0,0,0
212,SMITH,119,44,63,11,0,1
213,SOMERVELL,2,0,2,0,0,0
214,STARR,35,0,0,35,0,0
215,STEPHENS,12,0,5,7,0,0
216,STERLING,0,0,0,0,0,0
217,STONEWALL,0,0,0,0,0,0
218,SUTTON,2,0,0,2,0,0
219,SWISHER,0,0,0,0,0,0
220,TARRANT,591,227,214,128,3,19
221,TAYLOR,80,29,31,20,0,0
222,TERRELL,3,0,0,3,0,0
223,TERRY,10,3,1,6,0,0
224,THROCKMORTON,0,0,0,0,0,0
225,TITUS,51,13,17,21,0,0
226,TOM GREEN,97,13,30,51,0,3
227,TRAVIS,368,132,68,154,0,14
228,TRINITY,15,5,10,0,0,0
229,TYLER,6,1,5,0,0,0
230,UPSHUR,47,14,29,0,2,2
231,UPTON,0,0,0,0,0,0
232,UVALDE,17,0,4,13,0,0
233,VAL VERDE,20,1,2,17,0,0
234,VAN ZANDT,69,3,59,4,0,3
235,VICTORIA,30,0,12,18,0,0
236,WALKER,26,15,11,0,0,0
237,WALLER,30,18,9,2,0,1
238,WARD,10,3,6,1,0,0
239,WASHINGTON,4,2,0,2,0,0
240,WEBB,102,0,2,98,0,2
241,WHARTON,24,17,0,4,0,3
242,WHEELER,0,0,0,0,0,0
243,WICHITA,71,29,27,14,0,1
244,WILBARGER,2,0,2,0,0,0
245,WILLACY,15,0,0,15,0,0
246,WILLIAMSON,179,44,68,55,0,12
247,WILSON,6,0,1,5,0,0
248,WINKLER,6,0,3,3,0,0
249,WISE,20,0,16,3,0,1
250,WOOD,44,3,40,1,0,0
251,YOAKUM,0,0,0,0,0,0
252,YOUNG,7,0,3,4,0,0
253,ZAPATA,13,0,0,13,0,0
254,ZAVALA,8,0,0,8,0,0
255,UNKNOWN,1,0,0,1,0,0
256,OUT OF STATE,1,0,1,0,0,0
257,STATE TOTAL,12107,3377,3795,4554,39,342
